"household_id","coupon_count","age","income","home_ownership","marital_status","household_size","household_comp","kids_count"
1270,140,"45-54","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
1272,235,"65+","35-49K","Homeowner","Married","2","1 Adult Kids","1"
1285,105,"25-34","25-34K","Renter","Unmarried","3","1 Adult Kids","2"
1291,172,"55-64","35-49K","Homeowner","Married","2","1 Adult Kids","1"
1296,180,"65+","25-34K","Homeowner","Married","2","1 Adult Kids","1"
1297,118,"35-44","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1299,249,"35-44","15-24K","Renter",NA,"4","2 Adults Kids","2"
1305,229,"19-24","Under 15K","Renter","Unmarried","2","1 Adult Kids","1"
1306,250,"45-54","Under 15K",NA,"Unmarried","1","1 Adult No Kids","0"
1316,199,"55-64","35-49K",NA,NA,"2","2 Adults No Kids","0"
1318,153,"65+","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1321,180,"19-24","35-49K",NA,NA,"2","2 Adults No Kids","0"
1326,218,"45-54","Under 15K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1333,75,"45-54","125-149K","Homeowner",NA,"4","2 Adults Kids","2"
1337,262,"45-54","50-74K","Homeowner",NA,"4","2 Adults Kids","2"
1352,184,"35-44","75-99K","Homeowner",NA,"2","2 Adults No Kids","0"
1357,203,"55-64","25-34K","Homeowner","Married","2","2 Adults No Kids","0"
1364,177,"65+","100-124K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1367,197,"35-44","75-99K","Homeowner",NA,"3","2 Adults Kids","1"
1369,97,"25-34","Under 15K","Probable Renter","Unmarried","1","1 Adult No Kids","0"
1370,194,"65+","25-34K","Homeowner",NA,"2","2 Adults No Kids","0"
1376,137,"55-64","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1378,297,"25-34","100-124K",NA,"Unmarried","1","1 Adult No Kids","0"
1382,200,"45-54","50-74K","Homeowner",NA,"2","2 Adults No Kids","0"
1388,247,"35-44","100-124K",NA,"Married","3","2 Adults Kids","1"
1391,245,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1393,271,"35-44","150-174K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1394,174,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1396,160,"65+","125-149K","Homeowner","Married","2","2 Adults No Kids","0"
1397,206,"45-54","35-49K","Renter","Unmarried","1","1 Adult No Kids","0"
1402,104,"55-64","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
1412,193,"45-54","50-74K","Homeowner","Married","3","2 Adults Kids","1"
1418,153,"25-34","35-49K","Homeowner","Married","3","2 Adults Kids","1"
1419,75,"35-44","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
1421,240,"35-44","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1423,153,"45-54","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
1425,165,"19-24","50-74K",NA,"Unmarried","3","2 Adults Kids","1"
1428,89,"55-64","35-49K",NA,NA,"2","2 Adults No Kids","0"
1430,227,"35-44","35-49K","Homeowner","Married","3","2 Adults Kids","1"
1437,215,"25-34","15-24K","Homeowner","Married","3","1 Adult Kids","1"
1443,105,"35-44","150-174K",NA,NA,"2","2 Adults No Kids","0"
1445,234,"35-44","Under 15K","Homeowner","Married","2","2 Adults No Kids","0"
1451,206,"45-54","125-149K","Homeowner","Married","5+","1 Adult Kids","3+"
1452,214,"45-54","25-34K",NA,"Married","3","2 Adults Kids","1"
1453,291,"45-54","125-149K","Homeowner","Married","3","2 Adults Kids","1"
1454,137,"65+","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
1461,167,"35-44","25-34K","Homeowner",NA,"2","2 Adults No Kids","0"
1462,199,"25-34","50-74K","Renter","Married","2","2 Adults No Kids","0"
1467,104,"35-44","50-74K","Probable Homeowner","Married","4","2 Adults Kids","2"
1468,110,"65+","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
1470,265,"45-54","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
1475,194,"25-34","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1481,138,"19-24","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
1483,191,"19-24","Under 15K",NA,"Unmarried","1","1 Adult No Kids","0"
1485,97,"35-44","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1488,179,"25-34","50-74K","Probable Homeowner","Married","2","1 Adult Kids","1"
1491,219,"65+","35-49K","Homeowner",NA,"2","2 Adults No Kids","0"
1492,144,"65+","15-24K","Homeowner","Married","2","2 Adults No Kids","0"
1494,180,"65+","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
1505,186,"45-54","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
1509,111,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1517,215,"45-54","50-74K","Homeowner","Married","4","2 Adults Kids","2"
1527,321,"25-34","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1528,269,"35-44","125-149K",NA,"Unmarried","1","1 Adult No Kids","0"
1529,257,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1534,263,"25-34","75-99K","Renter","Married","3","2 Adults Kids","1"
1536,222,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1537,153,"19-24","35-49K","Renter","Married","3","2 Adults Kids","1"
1540,187,"45-54","15-24K",NA,NA,"4","2 Adults Kids","2"
1541,271,"35-44","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1545,160,"45-54","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
1549,200,"45-54","15-24K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1556,195,"45-54","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
1557,229,"25-34","100-124K","Renter","Married","4","1 Adult Kids","2"
1563,153,"45-54","75-99K","Homeowner","Married","3","2 Adults Kids","1"
1566,89,"35-44","75-99K","Homeowner",NA,"2","2 Adults No Kids","0"
1567,97,"45-54","15-24K","Renter","Unmarried","1","1 Adult No Kids","0"
1568,212,"55-64","35-49K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1578,104,"45-54","15-24K",NA,NA,"2","2 Adults No Kids","0"
1585,186,"45-54","150-174K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1588,186,"35-44","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1591,117,"25-34","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
1595,153,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1604,153,"35-44","35-49K","Probable Homeowner",NA,"2","2 Adults No Kids","0"
1609,131,"45-54","125-149K","Homeowner","Married","5+","2 Adults Kids","3+"
1618,186,"35-44","75-99K","Homeowner","Married","2","1 Adult Kids","1"
1631,215,"19-24","Under 15K","Renter","Unmarried","4","1 Adult Kids","3+"
1633,312,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1634,129,"25-34","35-49K","Homeowner","Married","5+","2 Adults Kids","3+"
1648,199,"35-44","15-24K","Probable Renter","Unmarried","1","1 Adult No Kids","0"
1653,222,"35-44","Under 15K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1662,284,"35-44","150-174K","Homeowner",NA,"2","2 Adults No Kids","0"
1676,208,"35-44","75-99K",NA,NA,"2","2 Adults No Kids","0"
1677,274,"45-54","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
1678,188,"45-54","75-99K",NA,"Unmarried","1","1 Adult No Kids","0"
1689,104,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1692,153,"35-44","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1693,236,"25-34","35-49K","Homeowner","Married","3","2 Adults Kids","1"
1694,213,"35-44","15-24K","Probable Renter","Unmarried","1","1 Adult No Kids","0"
1696,187,"45-54","50-74K","Homeowner","Married","3","2 Adults Kids","1"
1707,185,"35-44","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
1708,153,"45-54","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
1710,275,"35-44","150-174K","Homeowner","Married","2","1 Adult Kids","1"
1720,222,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1722,172,"45-54","15-24K",NA,NA,"2","2 Adults No Kids","0"
1726,200,"55-64","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1740,160,"19-24","250K+",NA,"Unmarried","1","1 Adult No Kids","0"
1745,214,"45-54","Under 15K",NA,"Married","2","1 Adult Kids","1"
1749,167,"55-64","35-49K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1751,145,"25-34","15-24K","Renter","Married","4","2 Adults Kids","2"
1753,167,"45-54","35-49K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1759,194,"35-44","35-49K",NA,NA,"5+","2 Adults Kids","3+"
1762,257,"45-54","125-149K","Homeowner","Married","5+","2 Adults Kids","3+"
1764,265,"45-54","75-99K","Homeowner","Married","4","2 Adults Kids","2"
1778,257,"25-34","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
1779,212,"65+","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
1788,179,"35-44","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
1791,153,"45-54","100-124K","Homeowner","Unmarried","2","2 Adults No Kids","0"
1795,249,"45-54","25-34K","Homeowner",NA,"2","2 Adults No Kids","0"
1797,195,"65+","Under 15K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1802,109,"45-54","150-174K","Homeowner",NA,"2","2 Adults No Kids","0"
1803,310,"19-24","50-74K","Homeowner","Married","3","2 Adults Kids","1"
1804,222,"65+","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
1812,105,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1814,105,"65+","150-174K","Homeowner",NA,"2","2 Adults No Kids","0"
1816,180,"19-24","Under 15K","Renter","Unmarried","5+","2 Adults Kids","3+"
1820,146,"45-54","150-174K","Homeowner","Married","2","2 Adults No Kids","0"
1822,123,"55-64","35-49K",NA,NA,"2","2 Adults No Kids","0"
1823,214,"45-54","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
1829,153,"65+","75-99K","Homeowner","Married","2","1 Adult Kids","1"
1831,250,"55-64","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1833,246,"25-34","25-34K","Homeowner","Unmarried","5+","1 Adult Kids","3+"
1834,195,"45-54","125-149K","Homeowner",NA,"5+","2 Adults Kids","3+"
1845,264,"45-54","175-199K",NA,NA,"3","2 Adults Kids","1"
1847,105,"45-54","175-199K",NA,"Unmarried","1","1 Adult No Kids","0"
1848,160,"45-54","75-99K","Homeowner","Married","3","2 Adults Kids","1"
1850,87,"65+","75-99K","Homeowner","Married","2","1 Adult Kids","1"
1858,105,"25-34","150-174K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1861,158,"25-34","15-24K","Homeowner",NA,"4","2 Adults Kids","2"
1864,187,"45-54","125-149K","Homeowner","Unmarried","5+","1 Adult Kids","3+"
1865,300,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1869,195,"19-24","35-49K","Renter","Married","2","2 Adults No Kids","0"
1873,252,"35-44","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
1879,153,"65+","35-49K",NA,"Married","2","1 Adult Kids","1"
1892,222,"35-44","35-49K","Homeowner","Married","3","2 Adults Kids","1"
1894,112,"35-44","100-124K","Homeowner","Married","2","2 Adults No Kids","0"
1899,250,"25-34","25-34K","Homeowner","Married","3","2 Adults Kids","1"
1901,220,"45-54","35-49K","Homeowner",NA,"3","2 Adults Kids","1"
1907,262,"25-34","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
1911,153,"35-44","50-74K",NA,"Married","2","1 Adult Kids","1"
1914,193,"55-64","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1917,299,"65+","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
1919,206,"35-44","35-49K","Homeowner","Married","5+","1 Adult Kids","3+"
1920,203,"55-64","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1921,89,"35-44","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
1923,210,"19-24","35-49K","Renter","Unmarried","1","1 Adult No Kids","0"
1927,188,"19-24","Under 15K",NA,"Unmarried","1","1 Adult No Kids","0"
1928,160,"35-44","75-99K","Homeowner","Unmarried","3","2 Adults Kids","1"
1929,208,"35-44","25-34K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1931,131,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1935,174,"55-64","150-174K","Homeowner","Married","2","2 Adults No Kids","0"
1937,158,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1939,105,"35-44","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
1944,291,"25-34","125-149K","Homeowner",NA,"4","2 Adults Kids","2"
1953,104,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1955,263,"25-34","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
1965,226,"25-34","50-74K","Homeowner","Married","3","2 Adults Kids","1"
1975,264,"35-44","75-99K","Renter","Unmarried","1","1 Adult No Kids","0"
1976,222,"25-34","50-74K","Homeowner","Married","5+","2 Adults Kids","3+"
1979,154,"45-54","150-174K",NA,NA,"3","2 Adults Kids","1"
1982,97,"25-34","100-124K",NA,"Unmarried","1","1 Adult No Kids","0"
1985,309,"25-34","50-74K",NA,NA,"5+","2 Adults Kids","3+"
1989,131,"65+","15-24K","Homeowner","Unmarried","1","1 Adult No Kids","0"
1990,153,"35-44","125-149K","Homeowner","Married","5+","2 Adults Kids","3+"
1995,264,"25-34","25-34K",NA,"Unmarried","3","1 Adult Kids","2"
1997,137,"25-34","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2004,222,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2006,170,"45-54","Under 15K",NA,"Unmarried","1","1 Adult No Kids","0"
2007,283,"45-54","50-74K","Homeowner","Married","3","2 Adults Kids","1"
2011,153,"45-54","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2012,221,"45-54","25-34K","Renter","Married","2","1 Adult Kids","1"
2017,195,"45-54","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
2018,119,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2020,186,"35-44","100-124K",NA,"Married","5+","2 Adults Kids","3+"
2024,147,"25-34","125-149K","Homeowner","Unmarried","2","2 Adults No Kids","0"
2030,132,"35-44","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2041,153,"35-44","35-49K","Renter","Unmarried","2","2 Adults No Kids","0"
2050,200,"35-44","25-34K","Homeowner","Married","5+","2 Adults Kids","3+"
2053,165,"45-54","15-24K","Homeowner","Married","2","2 Adults No Kids","0"
2057,97,"35-44","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
2058,264,"25-34","125-149K","Homeowner","Unmarried","2","2 Adults No Kids","0"
2062,213,"25-34","25-34K",NA,NA,"2","2 Adults No Kids","0"
2064,153,"19-24","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2068,149,"55-64","50-74K","Homeowner","Married","2","1 Adult Kids","1"
2069,97,"35-44","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
2070,193,"45-54","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2076,332,"25-34","100-124K","Homeowner","Married","3","2 Adults Kids","1"
2082,193,"45-54","Under 15K","Homeowner","Married","3","2 Adults Kids","1"
2084,153,"55-64","125-149K","Homeowner","Married","2","2 Adults No Kids","0"
2085,228,"35-44","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
2086,195,"45-54","25-34K","Homeowner","Married","2","2 Adults No Kids","0"
2087,194,"45-54","100-124K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2088,247,"25-34","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
2092,153,"35-44","Under 15K","Homeowner","Married","3","1 Adult Kids","1"
2097,265,"35-44","15-24K","Homeowner","Married","5+","2 Adults Kids","3+"
2100,160,"65+","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
2102,115,"55-64","175-199K","Homeowner","Married","2","2 Adults No Kids","0"
2107,187,"35-44","75-99K","Homeowner","Married","5+","2 Adults Kids","3+"
2110,334,"35-44","125-149K","Homeowner","Married","2","2 Adults No Kids","0"
2111,163,"45-54","75-99K","Homeowner",NA,"2","2 Adults No Kids","0"
2112,228,"45-54","35-49K","Homeowner","Married","5+","2 Adults Kids","3+"
2115,234,"35-44","150-174K","Homeowner","Married","5+","2 Adults Kids","3+"
2116,154,"35-44","75-99K","Homeowner","Married","5+","2 Adults Kids","3+"
2121,154,"55-64","35-49K","Homeowner","Unmarried","2","2 Adults No Kids","0"
2123,153,"45-54","75-99K","Homeowner",NA,"2","2 Adults No Kids","0"
2124,255,"25-34","50-74K","Homeowner","Married","4","2 Adults Kids","2"
2129,227,"25-34","35-49K",NA,"Unmarried","2","1 Adult Kids","1"
2130,153,"25-34","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2133,230,"55-64","100-124K",NA,"Married","2","2 Adults No Kids","0"
2134,269,"35-44","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
2147,180,"25-34","75-99K","Homeowner","Married","3","2 Adults Kids","1"
2148,200,"55-64","35-49K","Homeowner","Married","4","2 Adults Kids","2"
2154,131,"45-54","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
2156,197,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
2162,205,"45-54","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2168,207,"35-44","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2182,144,"45-54","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
2183,212,"65+","25-34K","Homeowner","Married","2","2 Adults No Kids","0"
2184,146,"25-34","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2185,311,"25-34","125-149K","Homeowner",NA,"4","2 Adults Kids","2"
2186,115,"35-44","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
2188,215,"65+","35-49K","Homeowner","Unmarried","2","2 Adults No Kids","0"
2190,222,"35-44","50-74K","Homeowner","Married","4","2 Adults Kids","2"
2193,260,"25-34","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
2194,322,"55-64","25-34K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2198,121,"35-44","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
2199,213,"19-24","50-74K",NA,NA,"3","2 Adults Kids","1"
2200,296,"45-54","Under 15K",NA,"Unmarried","1","1 Adult No Kids","0"
2203,180,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
2208,269,"35-44","50-74K",NA,"Unmarried","3","1 Adult Kids","2"
2209,179,"25-34","35-49K","Renter","Married","5+","2 Adults Kids","3+"
2217,269,"35-44","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
2221,165,"65+","35-49K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2224,199,"19-24","250K+","Homeowner","Unmarried","1","1 Adult No Kids","0"
2231,104,"35-44","200-249K","Homeowner","Married","2","2 Adults No Kids","0"
2233,309,"25-34","150-174K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2234,146,"65+","Under 15K","Homeowner","Married","2","2 Adults No Kids","0"
2235,175,"45-54","175-199K","Homeowner",NA,"3","2 Adults Kids","1"
2237,194,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2243,99,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
2254,82,"19-24","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
2260,160,"45-54","25-34K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2264,222,"45-54","250K+","Homeowner","Married","2","2 Adults No Kids","0"
2266,210,"25-34","35-49K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2269,160,"55-64","35-49K","Homeowner","Married","2","2 Adults No Kids","0"
2280,293,"35-44","15-24K","Homeowner",NA,"3","2 Adults Kids","1"
2282,106,"55-64","175-199K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2284,270,"45-54","250K+","Homeowner","Married","2","2 Adults No Kids","0"
2294,242,"45-54","25-34K","Renter","Unmarried","4","2 Adults Kids","2"
2295,255,"35-44","35-49K","Renter","Unmarried","1","1 Adult No Kids","0"
2296,236,"35-44","125-149K","Homeowner",NA,"2","2 Adults No Kids","0"
2298,104,"65+","50-74K","Probable Renter","Married","2","1 Adult Kids","1"
2300,195,"45-54","50-74K","Homeowner",NA,"2","2 Adults No Kids","0"
2302,97,"35-44","35-49K","Homeowner","Married","3","1 Adult Kids","1"
2305,276,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2307,256,"45-54","75-99K","Homeowner","Married","3","2 Adults Kids","1"
2312,227,"45-54","250K+","Homeowner","Married","2","2 Adults No Kids","0"
2314,160,"45-54","125-149K","Homeowner","Married","2","2 Adults No Kids","0"
2317,356,"35-44","50-74K","Homeowner","Married","5+","2 Adults Kids","3+"
2318,304,"19-24","Under 15K",NA,"Unmarried","1","1 Adult No Kids","0"
2322,254,"45-54","175-199K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2324,287,"35-44","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
2328,285,"45-54","250K+","Homeowner",NA,"2","2 Adults No Kids","0"
2330,223,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2331,247,"35-44","35-49K","Homeowner","Married","5+","2 Adults Kids","3+"
2334,269,"35-44","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2337,202,"65+","Under 15K","Homeowner","Unmarried","3","1 Adult Kids","2"
2341,297,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2343,212,"19-24","50-74K",NA,"Unmarried","1","1 Adult No Kids","0"
2351,272,"45-54","75-99K","Homeowner","Married","2","2 Adults No Kids","0"
2359,180,"45-54","25-34K","Homeowner","Married","2","2 Adults No Kids","0"
2360,253,"25-34","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2361,229,"25-34","35-49K",NA,NA,"2","2 Adults No Kids","0"
2364,111,"45-54","25-34K","Renter","Married","2","2 Adults No Kids","0"
2367,205,"45-54","Under 15K",NA,NA,"2","2 Adults No Kids","0"
2370,186,"25-34","Under 15K","Homeowner","Married","2","2 Adults No Kids","0"
2374,171,"45-54","150-174K","Homeowner",NA,"2","2 Adults No Kids","0"
2376,131,"45-54","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
2378,173,"25-34","50-74K",NA,"Married","5+","2 Adults Kids","3+"
2380,215,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2393,110,"35-44","75-99K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2400,89,"35-44","25-34K","Homeowner","Married","3","2 Adults Kids","1"
2405,153,"25-34","15-24K",NA,"Unmarried","1","1 Adult No Kids","0"
2406,234,"25-34","125-149K","Homeowner","Married","3","2 Adults Kids","1"
2407,205,"45-54","100-124K","Homeowner","Married","2","2 Adults No Kids","0"
2411,97,"65+","Under 15K","Homeowner","Married","2","2 Adults No Kids","0"
2420,200,"45-54","15-24K",NA,NA,"3","2 Adults Kids","1"
2421,203,"45-54","150-174K","Homeowner","Married","5+","2 Adults Kids","3+"
2426,153,"19-24","Under 15K","Probable Renter","Unmarried","1","1 Adult No Kids","0"
2427,311,"35-44","50-74K","Homeowner","Married","3","2 Adults Kids","1"
2432,236,"19-24","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
2437,153,"35-44","125-149K","Homeowner","Married","5+","2 Adults Kids","3+"
2445,254,"45-54","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
2446,186,"35-44","125-149K","Homeowner",NA,"2","2 Adults No Kids","0"
2447,153,"35-44","25-34K","Homeowner","Married","2","2 Adults No Kids","0"
2448,251,"45-54","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
2453,193,"45-54","50-74K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2455,186,"45-54","25-34K","Homeowner","Unmarried","2","2 Adults No Kids","0"
2467,229,"35-44","75-99K","Homeowner","Married","3","2 Adults Kids","1"
2479,218,"25-34","150-174K","Homeowner",NA,"2","2 Adults No Kids","0"
2486,75,"35-44","25-34K",NA,"Unmarried","1","1 Adult No Kids","0"
2488,266,"45-54","35-49K","Homeowner","Unmarried","1","1 Adult No Kids","0"
2489,323,"35-44","50-74K","Homeowner","Married","2","2 Adults No Kids","0"
2496,188,"45-54","75-99K","Homeowner","Married","3","2 Adults Kids","1"
2497,153,"45-54","35-49K",NA,"Unmarried","1","1 Adult No Kids","0"
2498,198,"25-34","50-74K","Homeowner",NA,"2","2 Adults No Kids","0"
2499,105,"25-34","Under 15K",NA,NA,"3","2 Adults Kids","1"
